195;0;78;1
195;15;78;1
210;30;78;1
210;45;78;1
225;60;78;1
240;75;78;1
240;90;78;1
240;105;78;1
225;120;70;1
210;135;70;1
210;150;70;1
210;165;70;1
195;180;70;1
180;195;70;1
165;210;70;1
150;225;70;1
135;240;70;1
120;255;70;1
105;255;70;1
90;255;70;1
75;255;70;1
60;255;70;1
45;255;70;1
30;255;70;1
15;240;70;1
0;240;70;1
-15;240;70;1
-30;255;70;1
-45;255;70;1
-60;255;70;1
-75;255;70;1
-90;255;70;1
-105;255;70;1
-120;255;70;1
-135;240;70;1
-150;225;70;1
-165;210;70;1
-180;195;70;1
-195;180;70;1
-210;165;70;1
-210;150;70;1
-210;135;70;1
-225;120;70;1
-240;105;78;1
-240;90;78;1
-240;75;78;1
-225;60;78;1
-210;45;78;1
-210;30;78;1
-195;15;78;1
-195;0;78;1
-195;-15;78;1
-195;-30;78;1
-195;-45;78;1
-195;-60;78;1
-180;-75;78;1
-180;-90;78;1
-180;-105;78;1
-165;-120;78;1
-150;-135;78;1
-135;-150;0;1
-135;-165;0;1
-120;-180;0;1
-105;-195;0;1
-90;-195;0;1
-75;-210;0;1
-60;-225;78;1
-60;-240;78;1
-60;-255;78;1
-45;-270;78;1
-30;-285;78;1
-15;-285;78;1
0;-285;78;1
15;-285;78;1
30;-285;78;1
45;-270;78;1
60;-255;78;1
60;-240;78;1
60;-225;78;1
75;-210;0;1
90;-195;0;1
105;-195;0;1
120;-180;0;1
135;-165;0;1
135;-150;0;1
150;-135;78;1
165;-120;78;1
180;-105;78;1
180;-90;78;1
180;-75;78;1
195;-60;78;1
195;-45;78;1
195;-30;78;1
195;-15;78;1
-30;-270;78;1
-15;-270;78;1
0;-270;78;1
15;-270;78;1
30;-270;78;1
-45;-255;78;1
-30;-255;78;1
-15;-255;78;1
0;-255;78;1
15;-255;78;1
30;-255;78;1
45;-255;78;1
-45;-240;78;1
-30;-240;78;1
-15;-240;78;1
0;-240;78;1
15;-240;78;1
